LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)"
LT01730,37542.0,ribavirin,1985.0,Less-DILI-Concern,7,Adverse reactions,,Ambiguous DILI-concern,WE,,Negative,,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f59980f4-8103-45ea-9643-13a133e14415,1
LT01096,74989.0,atovaquone,1992.0,Most-DILI-Concern,8,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=697948e4-9807-4dc0-acc9-b9a3b5fa2f12,2
LT01376,,peginterferon alfa-2a,2002.0,Most-DILI-Concern,7,Warnings and precautions,,Ambiguous DILI-concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=de61685e-2b8c-4e22-84bb-869e13600440,2
LT00225,4891.0,praziquantel,1982.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34ce1cdd-648e-4f1e-8512-bf3d4cc22eb9,2
LT00294,3108.0,dipyridamole,1961.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dcf785b2-e923-43bf-93bb-00a9501479f4,2
LT00503,2130.0,amantadine,1968.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,,C1C2CC3CC1CC(C2)(C3)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce3e1ae0-17f4-4fa3-9d9c-4239c54ae6ea,1
LT00091,41867.0,epirubicin,1999.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f91fc962-7c70-46a9-81fe-b98e93a2028a,2
LT00628,29327.0,streptozocin,1982.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=15d161ed-9e7b-4c92-ba45-0556d2423e67,1
LT01440,42890.0,idarubicin,1990.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a5a6d93-cc1e-4d7f-8da1-446c134503b3,2
LT01279,38103.0,cephradine,1974.0,Less-DILI-Concern,4,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,,2
LT01588,5284594.0,nalmefene hydrochloride,1995.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=49fd02f8-12b8-460c-ae1f-f26738d86998,2
LT01671,5910.0,pilocarpine,1974.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=16b10412-0031-4e7b-b510-99ae89b138e5,2
LT01779,5358.0,sumatriptan,1992.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=584abe73-8290-4484-ff8e-5890831c095e,2
LT00213,6503.0,tromethamine,1965.0,Less-DILI-Concern,6,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,C(C(CO)(CO)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4af52118-c12b-4ad5-30bb-959848357e8a,2
LT01178,50614.0,cefotetan,1985.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,CN1C(=NN=N1)SCC2=C(N3C([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bd22c66b-8a1c-44c8-b5b6-3ab0ce5c800e,2
LT01397,3415.0,foscarnet,1991.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,C(=O)(O)P(=O)(O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a09299d5-9c55-4cef-aed0-3a6a45532289,2
LT02064,61635.0,gallium nitrate,2003.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,,Negative,,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8bc2ddf8-d695-46b3-bf76-9f85ce6027e3,2
LT01855,31401.0,ursodeoxycholic acid,1987.0,Less-DILI-Concern,0,Warnings and precautions,,Ambiguous DILI-concern,,,Negative,,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e8fc4fc2-fe5c-4cba-b6e0-5ceaf2157a61,2
LT01916,4674.0,pamidronate,1991.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,non-hepatotixic,,,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebd26191-b497-4904-b158-ca3b0bcd178b,2
LT00639,41781.0,torasemide,1993.0,Less-DILI-Concern,2,Warnings and precautions,,Ambiguous DILI-concern,,non-hepatotixic,,,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a95cbdb-0601-47a5-9b3a-0c3b0629ceb9,2
LT00581,4107.0,methocarbamol,1957.0,Less-DILI-Concern,5,Adverse reactions,,Ambiguous DILI-concern,,non-hepatotixic,,,COC1=CC=CC=C1OCC(COC(=O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32863f21-30ff-4a8b-a2e6-8ab14a37af0d,2
LT00627,5253.0,sotalol,1992.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,non-hepatotixic,,,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6616d1a2-09a6-429c-8d19-0ac6354980bb,2
LT01020,5245.0,risedronate,1998.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,non-hepatotixic,,,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24ed00e0-25e2-49a8-97fc-66c1b417dc0b,2
LT00594,60026.0,nateglinide,2000.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,non-hepatotixic,,,CC(C)C1CCC(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=78679aac-28ba-4828-8189-4a2fc8de2b71,2
LT01025,2754.0,cilostazol,1999.0,Less-DILI-Concern,5,Adverse reactions,,Ambiguous DILI-concern,,non-hepatotixic,,,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66e0ed7b-e29a-45ee-82bb-3db6142c2697,2
LT01889,3000502.0,capreomycin,1971.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,NE,,,,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N.C1CN=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=808e4421-2b9c-41e1-a82c-39256b112ae8,2
LT01840,5576.0,trimethadione,1946.0,Most-DILI-Concern,5,Warnings and precautions,,Ambiguous DILI-concern,HH,,Positive,,CC1(C(=O)N(C(=O)O1)C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9322f58-ffcc-4831-5381-93a535b49a09,2
LT01469,3759.0,isocarboxazid,1959.0,Most-DILI-Concern,5,Warnings and precautions,,Ambiguous DILI-concern,WE,,Negative,,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ac387aa0-3f04-4865-a913-db6ed6f4fdc5,1
LT00065,10133.0,chenodiol,1983.0,Most-DILI-Concern,8,Warnings and precautions,,Ambiguous DILI-concern,HH,,Positive,,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8b4539b-31d1-40cb-b284-86cf8b16522a,2
LT01028,9444.0,azacitidine,2004.0,Most-DILI-concern,8,Warnings and precautions,,Ambiguous DILI-concern,HH,,Positive,,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3495a71a-cc04-4776-851f-f185956f32af,2
LT01057,6323497.0,rifapentine,1998.0,Most-DILI-Concern,4,Warnings and precautions,,Ambiguous DILI-concern,,,,,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C6CCCC6)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f768e337-a948-420a-9fbe-9be359c7a170,2
LT01089,468682.0,caspofungin,2001.0,Most-DILI-Concern,7,Warnings and precautions,,Ambiguous DILI-concern,,,,,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](CCN)O)O)NCCN)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3bad23a6-09a6-4194-9182-093ed61bc71c,2
LT00538,153941.0,entecavir,2005.0,Most-DILI-Concern,7,Warnings and precautions,,Ambiguous DILI-concern,,,,,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2NC(=NC3=O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=046e61c9-9298-4b2e-b76e-b26b81fecd20,2
LT01203,166548.0,anidulafungin,2006.0,Most-DILI-Concern,7,Warnings and precautions,,Ambiguous DILI-concern,,,,,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a88d9010-55fb-4a02-baff-042cd27688ea,2
LT01222,54686904.0,tigecycline,2005.0,Most-DILI-Concern,8,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC(C)(C)NCC(=O)NC1=C(C2=C(C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ccdb48e-c14a-4eeb-348c-4920ccfd7465,2
LT01206,119182.0,clofarabine,2004.0,Most-DILI-Concern,8,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c35903cd-e9eb-4841-93d1-fc14249d1e9f,2
LT01254,147912.0,posaconazole,2006.0,Most-DILI-Concern,8,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b073b082-7b57-4423-8c06-4fd4263d6f84,2
LT02031,6446.0,fluoxymesterone,1956.0,Most-DILI-Concern,8,Warnings and precautions,,Ambiguous DILI-concern,,,,,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5328c194-5650-4d1f-9e28-8cea038cce81,2
LT00607,644241.0,nilotinib,2007.0,Most-DILI-Concern,4,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6093952a-5248-45cb-ad17-33716a411146,2
LT01193,40976.0,etonogestrel,2006.0,Most-DILI-Concern,5,Warnings and precautions,,Ambiguous DILI-concern,,,,,CCC12CC(=C)C3C(C1CC[C@]2(C#C)O)CCC4=CC(=O)CCC34,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b03a3917-9a65-45c2-bbbb-871da858ef34,2
LT01138,5360373.0,bleomycin,1973.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=905e0984-2ce3-481c-b1a0-0ef0a616479a,2
LT00230,3016.0,diazepam,1963.0,Less-DILI-Concern,4,Adverse reactions,,Ambiguous DILI-concern,,,,,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa7c7ec3-1c32-4902-8625-5e09f09f44dc,2
LT01010,441240.0,zolmitriptan,1997.0,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@@H]3COC(=O)N3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=df93b636-103f-4fb5-26b6-50f639e29b1d,2
LT01194,131536.0,fosamprenavir,2003.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=24feb9be-32a6-45fd-a896-f3e202edd8a9,2
LT01834,5556.0,triazolam,1982.0,Less-DILI-Concern,4,Adverse reactions,,Ambiguous DILI-concern,,,,,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db564864-17fc-4ba5-a438-a467ef57a0ca,2
LT00110,6238.0,hydroxyprogesterone caproate,1975.0,Less-DILI-Concern,2,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a1998c1d-8337-4f00-8dcb-af3b54d39b77,2
LT00130,4737.0,pentobarbital,1973.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c380ab0-4386-48b6-80ab-ca594b23bc74,2
LT00158,3005573.0,toremifene,1997.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2cab8dd1-3a10-48e6-86ce-0e5275ed49e5,1
LT00181,3958.0,lorazepam,1977.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a936b58-5039-458c-b0b4-a5a0269386a2,2
LT00322,4101.0,methenamine hippurate ,1967.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1N2CN3CN1CN(C2)C3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad741dc5-816c-4ab2-9273-9b1a586149bc,2
LT00400,3372.0,fluphenazine,1959.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6cd6ba35-3481-48c1-87db-dc74ce9d7d75,2
LT00484,25074887.0,cetrorelix,2000.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aca7768e-28a7-4027-b1d8-e66247665f79,2
LT00494,3406.0,fomepizole,1997.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC1=CNN=C1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f82eb104-ac36-4908-96fe-9d64318597e8,2
LT00515,60877.0,emtricitabine,2003.0,Less-DILI-Concern,2,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6599395-3944-44f9-97f2-e0424c6b6a1f,2
LT00564,129228.0,rufinamide,2008.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a3fa925-1abd-458a-bd57-4ae780a1ef2d,2
LT00577,159269.0,telbivudine,2006.0,Less-DILI-Concern,2,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0664309d-1342-4a63-ba5f-4b899cdf3bec,2
LT00605,5280972.0,oxytetracycline,1964.0,Less-DILI-Concern,2,Warnings and precautions,,Ambiguous DILI-concern,,,,,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b4de8c9-8a32-4a07-9183-419d6177ea08,1
LT00624,31143.0,secobarbital,1950.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC=C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19647025-6c7b-4079-8040-51e26347b014,2
LT00660,219078.0,lacosamide,2008.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e79b42c-38a3-4b2c-a196-a5a1948250e2,2
LT00668,5282451.0,pitavastatin,2009.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3c41a2f-da77-4465-8af6-038006a7ea58,2
LT00673,148121.0,pralatrexate,2009.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e4cf15b-bf7b-4b83-863e-e9ef27741a51,2
LT00760,6049.0,edetic acid,1953.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74435a8a-28a9-4080-93d0-d9d5f10b325e,2
LT00795,3292.0,ethotoin,1957.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9ad9c6e-bce5-4d0d-a2dd-b8fd1ef0b565,2
LT00865,3019.0,diazoxide,1973.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b16c7832-2fd9-49af-b923-1dc0d91fd6e2,2
LT00933,5862.0,l-cysteine,1986.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C([C@@H](C(=O)O)N)S,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85669228-2bb1-4095-b90e-a467d357b9bb,2
LT00964,2182.0,anagrelide,1997.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6727d5d4-e8ec-4a85-bc82-ec70b641eecf,2
LT01055,65016.0,amprenavir,1999.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a05ef847-96e1-4f95-b35f-92c907df1e1f,2
LT01069,,pegvisomant,2003.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=222a28ca-70c3-474c-850e-fae39eaaf40f,2
LT01082,,choriogonadotropin alfa,2000.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a683e58a-63ea-44b8-a326-1a99a537bcf2,2
LT01122,150610.0,ertapenem,2001.0,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,,,,,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=33f3b99b-fa82-42e0-26bf-f49891ae3d22,2
